"ID","PMNNO","ACCNO","UID","EXP","GenericName","FLAG","ACTIVITY"
242,"P000937",173898,,,"Poly[oxy(methyl-1,2-ethanediyl)],.alpha.-hydro-.omega.-hydroxy-,polymer with 1,1'-methylenebis[4-isocyanatocyclohexane], and an aliphatic alcohol (PROVISIONAL)","PMN; XU","ACTIVE"
243,"P000940",172293,,,"Polyamide resin (PROVISIONAL)","PMN","ACTIVE"
244,"P000940",186766,,,"Polyamide resin (PROVISIONAL)","PMN","ACTIVE"
245,"P000941",147207,,,"Aliphatic urethane (PROVISIONAL)","PMN","ACTIVE"
246,"P000944",147116,,,"Aqueous polyurethane (PROVISIONAL)","PMN; XU","ACTIVE"
247,"P000948",142735,,,"Coconut fatty acid polyester (PROVISIONAL)","PMN; XU","ACTIVE"
248,"P000952",173365,,,"Polyester polyurethane prepolymer (PROVISIONAL)","PMN; XU","INACTIVE"
249,"P000956",137474,,,"Polyester polyurethane prepolymer (PROVISIONAL)","PMN; XU","INACTIVE"
250,"P000958",172226,,,"1-Propanethiol, 3-(trisubstituted)-, hydrolysis products with dichlorodimethylsilane and silica (PROVISIONAL)","PMN","INACTIVE"
251,"P000959",160157,,,"1-Propanethiol, 3-(trisubstituted)-, hydrolysis products with dichlorodimethylsilane and silica (PROVISIONAL)","PMN; XU","INACTIVE"
252,"P000960",136960,,,"Polyalkyleneoxy aliphatic urethane (PROVISIONAL)","PMN; XU","ACTIVE"
253,"P000967",245046,,,"Polyurethane resin (PROVISIONAL)","PMN; XU","INACTIVE"
254,"P000968",252494,,,"Polyurethane resin (PROVISIONAL)","PMN; XU","INACTIVE"
255,"P000971",260072,,,"Benzenesulfonic acid, 3,3'-[[6-[substituted]-1,3,5-triazine-2,4-diyl]bis[imino(3-alkoxy-4,1-phenylene)azo]]bis-, lithium salt (PROVISIONAL)","PMN","INACTIVE"
256,"P000972",257728,,,"Benzenesulfonic acid, 3,3'-[[6-[substituted]-1,3,5-triazine-2,4-diyl]bis[imino(3-alkoxy-4,1-phenylene)azo]]bis-, lithium sodium salt (PROVISIONAL)","PMN","INACTIVE"
257,"P000975",161401,,,"Amine functional acrylic polymer salted with an organic acid (PROVISIONAL)","PMN; XU","INACTIVE"
258,"P000976",167863,,,"Amine functional acrylic polymer salted with an organic acid (PROVISIONAL)","PMN; XU","ACTIVE"
259,"P000978",277033,,,"Polyester resin (PROVISIONAL)","PMN; XU","INACTIVE"
260,"P000979",270827,,,"Urethane acrylate (PROVISIONAL)","PMN; XU","INACTIVE"
261,"P000980",245182,,,"Urethane acrylate (PROVISIONAL)","PMN","ACTIVE"
262,"P000985",263117,,,"Aliphatic polyether polyurethane (PROVISIONAL)","PMN; XU","ACTIVE"
263,"P000986",147865,"UID-2023-00181","20280124","Dialkyl diether (PROVISIONAL)","PMN","ACTIVE"
264,"P000988",174244,,,"Polyester, hydroxy functional (PROVISIONAL)","PMN; XU","ACTIVE"
265,"P000990",141196,,,"Amine salt of polyurethane resin (PROVISIONAL)","PMN; XU","ACTIVE"
266,"P000993",138751,,,"Substituted 6,6'-(1-methylethylidene)bis[3,4-dihydro-3-phenyl-1,3-benzoxazine]","PMN; S","ACTIVE"
267,"P000995",251822,,,"Polyester resin (PROVISIONAL)","PMN; XU","INACTIVE"
268,"P000996",261097,,,"Polyester resin (PROVISIONAL)","PMN; XU","INACTIVE"
269,"P000997",169018,,,"2-Naphthalenesulfonic acid, 6-(substituted)-4-substituted-3[[4-[[2-(sulfooxy)sulfonyl]phenyl]azo]-, salt (PROVISIONAL)","PMN","INACTIVE"
270,"P001003",150448,,,"Aliphatic urethane (PROVISIONAL)","PMN; XU","ACTIVE"
271,"P001004",158431,,,"Polyester resin (PROVISIONAL)","PMN; XU","ACTIVE"
272,"P001005",251322,,,"Polyester resin (PROVISIONAL)","PMN; XU","ACTIVE"
273,"P001007",176024,,,"Colored aliphatic urethane (PROVISIONAL)","PMN; XU","ACTIVE"
274,"P001008",175101,,,"Multifunctional polycarbodiimide (PROVISIONAL)","PMN; XU","ACTIVE"
275,"P001009",273075,,,"Quaternary ammonium salt polymer (PROVISIONAL)","PMN; XU","INACTIVE"
276,"P001021",240870,,,"Reaction product of cashew nutshell liquid, phenols, formaldehyde and substituted amines (PROVISIONAL)","PMN","INACTIVE"
277,"P001023",175087,,,"Acrylic polyol (PROVISIONAL)","PMN; XU","INACTIVE"
278,"P001024",259177,,,"Epoxy polyamine adduct (PROVISIONAL)","PMN; XU","ACTIVE"
279,"P001025",261940,,,"Chlorinated polyester acrylate (PROVISIONAL)","PMN; XU","ACTIVE"
280,"P001028",141970,,,"Pyridine carboxylic ester (PROVISIONAL)","PMN","INACTIVE"
281,"P001029",136186,,,"Substituted pyridine (PROVISIONAL)","PMN","INACTIVE"
282,"P001033",246094,,,"Substituted-((4,5-dihydro-3-methyl-5-oxo-(substituted carbomonocyclic)-1H-pyrazol-4-yl)azo)benzenesulfonic acid, mixed metal salt (PROVISIONAL)","PMN","ACTIVE"
283,"P001037",242127,,,"Acrylic dispersant polymer (PROVISIONAL)","PMN; XU","ACTIVE"
284,"P001038",250852,,,"Magnesium phenate (PROVISIONAL)","PMN; XU","ACTIVE"
285,"P001041",279142,,,"Polyester acrylate (PROVISIONAL)","PMN; XU","INACTIVE"
286,"P001046",232349,"UID-2018-00227","20280912","Organic zirconium compound (PROVISIONAL)","PMN","ACTIVE"
287,"P001047",239328,,,"Alkyl metal silicate (PROVISIONAL)","PMN","INACTIVE"
288,"P001048",238596,,,"Alkyl metal silicate (PROVISIONAL)","PMN","INACTIVE"
289,"P001049",177516,,,"Polyester resin (PROVISIONAL)","PMN; XU","INACTIVE"
290,"P001052",269502,,,"Phenolic silicone (PROVISIONAL)","PMN; XU","INACTIVE"
291,"P001053",234072,,,"Naphthalene sulfonic acid derivative (PROVISIONAL)","PMN","ACTIVE"
292,"P001056",275560,,,"Polyester resin (PROVISIONAL)","PMN; XU","ACTIVE"
293,"P001057",277497,,,"Azo dye, copper complex (PROVISIONAL)","PMN","ACTIVE"
294,"P001059",255868,,,"Alkylstyryl polyurea resin (PROVISIONAL)","PMN; XU","ACTIVE"
295,"P001060",252814,,,"Magnesium salt of phosphate ester (PROVISIONAL)","PMN","INACTIVE"
296,"P001061",255368,,,"Modified ethylene/methyl acrylate copolymer (PROVISIONAL)","PMN; XU","INACTIVE"
297,"P001066",147796,"UID-2023-00112","20301030","Methacrylic acid copolymer (PROVISIONAL)","PMN; XU","ACTIVE"
298,"P001067",278741,,,"Linear alkyl polyhydroxypolyester (PROVISIONAL)","PMN","ACTIVE"
299,"P001076",251311,,,"Acrylic copolymer salt (PROVISIONAL)","PMN; XU","INACTIVE"
300,"P001077",256247,,,"Ferric complex (PROVISIONAL)","PMN","ACTIVE"
301,"P001078",276847,,,"Potassium sulfonate (PROVISIONAL)","PMN","ACTIVE"
302,"P001090",254581,,,"Modified cationic acrylamide polymer (PROVISIONAL)","PMN; XU","ACTIVE"
303,"P001091",255788,,,"Neutralized acrylate polymer (PROVISIONAL)","PMN; XU","INACTIVE"
304,"P001094",139867,,,"Sodium salt of a naphthalene azo dyestuff (PROVISIONAL)","PMN","ACTIVE"
305,"P001095",230310,,,"Isocyanate terminated urethane polymer (PROVISIONAL)","PMN; XU","ACTIVE"
306,"P001096",265373,,,"Methacrylated aliphatic urethane (PROVISIONAL)","PMN; XU","ACTIVE"
307,"P001099",231733,,,"Functionalized polymethine","PMN; S","INACTIVE"
308,"P001101",240585,,,"Alkyl silsesquioxanes (PROVISIONAL)","PMN; XU","ACTIVE"
309,"P001103",236705,,,"Aromatic isocyanate-polyester-polyether based urethane prepolymer with excess isocyanate (PROVISIONAL)","PMN; XU","INACTIVE"
310,"P001104",239293,,,"Block polymer of aromatic diacid with alkane diamines, polysubstituted cycloalkanes and alkanediols (PROVISIONAL)","PMN; XU","ACTIVE"
311,"P001106",234641,"UID-2019-00156","20300507","Polymer of aliphatic/aromatic polycarboxylic acids and aliphatic/alicyclic polyols, neutralized with alkanolamine (PROVISIONAL)","PMN; XU","ACTIVE"
312,"P001112",268827,,,"Amino acrylate (PROVISIONAL)","PMN","ACTIVE"
313,"P001113",259688,,,"Amino acrylate (PROVISIONAL)","PMN","ACTIVE"
314,"P001115",234141,,,"Acrylic dispersant polymer (PROVISIONAL)","PMN; XU","ACTIVE"
315,"P001116",264778,,,"Unsaturated polyester (PROVISIONAL)","PMN; XU","ACTIVE"
316,"P001120",253340,,,"Polyester resin (PROVISIONAL)","PMN; XU","ACTIVE"
317,"P001132",242207,"UID-2023-00213","20280212","Siloxanes and Silicones, aminoalkyl fluorooctyl, hydroxy-terminatedsalt","PMN; S","ACTIVE"
318,"P001133",265680,,,"Carboxy modified polyester (PROVISIONAL)","PMN; XU","INACTIVE"
319,"P001135",249048,"UID-2019-00180","20290507","Acrylic polymer on the basis of n-hexyl methacrylate (PROVISIONAL)","PMN; XU","ACTIVE"
320,"P001136",239908,,,"Substituted alkenyl succinic anhydride reaction product with polyalkylenepolyamine, alkylphenol, hydroxyalkylcarboxylic acid and an aldehyde (PROVISIONAL)","PMN; XU","INACTIVE"
321,"P001137",260823,,,"Polyurethane dispersion (PROVISIONAL)","PMN; XU","ACTIVE"
322,"P001142",150959,,,"Aliphatic methacrylate urethane oligomer (PROVISIONAL)","PMN; XU","INACTIVE"
323,"P001143",240610,,,"Polyester acrylate (PROVISIONAL)","PMN; XU","ACTIVE"
324,"P001150",241817,,,"Poly(ester-ether) (PROVISIONAL)","PMN; XU","INACTIVE"
325,"P001151",277135,,,"Poly(ester-ether) (PROVISIONAL)","PMN; XU","ACTIVE"
326,"P001160",244496,,,"Styrene-methacrylate copolymer (PROVISIONAL)","PMN; XU","ACTIVE"
327,"P001166",232190,,,"Aromatic silicone derivative, compds. with aromatic amine (PROVISIONAL)","PMN; XU","ACTIVE"
328,"P001167",251786,,,"Acrylic solution polymer (PROVISIONAL)","PMN; XU","INACTIVE"
329,"P001176",271319,,,"Polyester polyol (PROVISIONAL)","PMN; XU","INACTIVE"
330,"P001177",162755,,,"Functionalized polyether (PROVISIONAL)","PMN; XU","ACTIVE"
331,"P001180",266650,,,"Polyurethane acrylate copolymer (PROVISIONAL)","PMN; XU","INACTIVE"
332,"P001181",232383,,,"Silated urethane polymer (PROVISIONAL)","PMN; XU","INACTIVE"
333,"P001188",236307,,,"Poly(oxyalkylene)bis(2-malamidoacetate) (PROVISIONAL)","PMN; XU","ACTIVE"
334,"P001196",260403,,,"Polyurethane polymer (PROVISIONAL)","PMN; XU","ACTIVE"
335,"P001198",268394,,,"Alcohol alkoxylate (PROVISIONAL)","PMN; XU","ACTIVE"
336,"P001205",278638,,,"6-Methoxy-1H-benz[de]isoquinoline-2[3H]-dione derivative","PMN; S","INACTIVE"
337,"P001207",266616,"UID-2016-00295","20261031","6-Methoxy-1H-benz[de]isoquinoline-2[3H]-dione derivative (PROVISIONAL)","PMN","ACTIVE"
338,"P001209",250647,,,"Non-volatile, non-fused aromatic hydrocarbon (PROVISIONAL)","PMN","INACTIVE"
339,"P001213",277760,,,"Polyester isocyanate prepolymer (PROVISIONAL)","PMN; XU","ACTIVE"
340,"P001220",276825,,,"Phenol-biphenyl polymer condensate","PMN; S","ACTIVE"
341,"P001224",238007,"UID-2020-00059","20301202","Carbamated diol (PROVISIONAL)","PMN","ACTIVE"
342,"P001228",243164,,,"Substituted benzophenone (PROVISIONAL)","PMN","INACTIVE"
343,"P010001",268576,"UID-2018-00224","20280809","Chloroformate","PMN; S","ACTIVE"
344,"P010004",242489,,,"Block polymer of aromaticdiacid with alkane diamines, polysubstituted cycloalkanes and alkanediols","PMN; XU","ACTIVE"
345,"P010007",243799,,,"Ethylenediaminetetraacetic acid mixed salt","PMN; S","INACTIVE"
346,"P010009",262932,"UID-2016-00212","20261026","Halogenated arylsilane","PMN; S","ACTIVE"
347,"P010011",244918,,,"Pentaerythritol ester of branched and linear fatty acids (PROVISIONAL)","PMN","INACTIVE"
348,"P010025",235406,,,"Polyester polyurethane acrylate block copolymer (PROVISIONAL)","PMN; XU","ACTIVE"
349,"P010026",230605,"UID-2023-00116","20301030","Acrylic polymer salt (PROVISIONAL)","PMN; XU","ACTIVE"
350,"P010027",234492,"UID-2023-00117","20301030","Acid functional acrylic polymer (PROVISIONAL)","PMN; XU","ACTIVE"
351,"P010028",233079,,,"Hydroxy functional acrylic polymer (PROVISIONAL)","PMN; XU","ACTIVE"
352,"P010029",259893,,,"Dimethicone copolyol polyacrylate (PROVISIONAL)","PMN; XU","ACTIVE"
353,"P010030",252734,,,"Polyurethane prepolymer (PROVISIONAL)","PMN; XU","ACTIVE"
354,"P010031",279197,,,"Amine phosphate (PROVISIONAL)","PMN; XU","INACTIVE"
355,"P010032",265953,,,"Urethane acrylate (PROVISIONAL)","PMN; XU","ACTIVE"
356,"P010036",233875,,,"Polyalkenyl succinimide, ammonium salt (PROVISIONAL)","PMN","ACTIVE"
357,"P010037",232929,,,"Polymeric scale inhibitor (PROVISIONAL)","PMN; XU","ACTIVE"
358,"P010038",239420,,,"Alkyl phenyl siloxane (PROVISIONAL)","PMN","INACTIVE"
359,"P010039",264574,,,"Dimethyl, methyl phenyl siloxane (PROVISIONAL)","PMN; XU","ACTIVE"
360,"P010041",260389,,,"Hydroxy functional acrylic polymer (PROVISIONAL)","PMN; XU","ACTIVE"
361,"P010042",238212,,,"Polyether epoxy polyurethane (PROVISIONAL)","PMN; XU","INACTIVE"
362,"P010044",272801,,,"Cationic epoxy dispersion (PROVISIONAL)","PMN; XU","ACTIVE"
363,"P010047",272516,,,"Modified alkyl ester (PROVISIONAL)","PMN; XU","INACTIVE"
364,"P010058",245739,,,"Counter ions of alkenes, hydroformylation products, distn. residues(PROVISIONAL)","PMN","ACTIVE"
365,"P010060",276643,,,"Alkyl phosphate (PROVISIONAL)","PMN","ACTIVE"
366,"P010061",234287,,,"Reaction products of polypropylene glycol diamine with an epoxide (PROVISIONAL)","PMN; XU","ACTIVE"
367,"P010065",266309,,,"Alkyl phosphate derivative (PROVISIONAL)","PMN; XU","ACTIVE"
368,"P010066",250363,,,"Propanenitrile, 3-[[6-amino-2,2,4(or 2,4,4)-trimethylhexyl]amino]-,polymers with 5-amino-1,3,3-trimethylcyclohexanemethanamine, bisphenol A, bisphenol A-epichlorohydrin polymer-2,2,4(or 2,4,4)-trimethyl-1,6-hexanediamine reaction products with glycidyl o-tolyl ether and an epoxide (PROVISIONAL)","PMN; XU","ACTIVE"
369,"P010072",279404,,,"Oxylated isodecyl alcohol (PROVISIONAL)","PMN; XU","ACTIVE"
370,"P010074",231346,,,"Modified styrene acrylate polymer (PROVISIONAL)","PMN; XU","INACTIVE"
371,"P010076",265602,,,"Dimethyl terephthalate, polymer with cyclohexanedimethanol and disubstituted benzenedicarboxylic acid (PROVISIONAL)","PMN; XU","INACTIVE"
372,"P010077",247495,,,"Disubstituted benzenecarboxylic acid","PMN; S","INACTIVE"
373,"P010089",248432,,,"Vinyl pyrrolidone-acrylate copolymer (PROVISIONAL)","PMN; XU","ACTIVE"
374,"P010095",230183,,,"Aliphatic urethane (PROVISIONAL)","PMN; XU","INACTIVE"
375,"P010096",239497,,,"Amino resin, acrylate terminated (PROVISIONAL)","PMN; XU","INACTIVE"
376,"P010097",254003,,,"Polyaziridinyl ester of an aliphatic alcohol","PMN; S","INACTIVE"
377,"P010097",246469,,,"Polyaziridinyl ester of an aliphatic alcohol","PMN; S","INACTIVE"
378,"P010102",258152,,,"Aromatic polyacylurea (PROVISIONAL)","PMN; XU","ACTIVE"
379,"P010103",176182,,,"Phenolic resin modified rosin resin (PROVISIONAL)","PMN; XU","INACTIVE"
380,"P010105",272630,,,"Substituted polyether polyurethane (PROVISIONAL)","PMN; XU","INACTIVE"
381,"P010106",274625,,,"Hydrogen functional polysiloxane(s) (PROVISIONAL)","PMN; XU","ACTIVE"
382,"P010107",270407,,,"Modified aliphatic isocyanate (PROVISIONAL)","PMN; XU","ACTIVE"
383,"P010111",242763,,,"Dibenzimidazothianaphthalene","PMN; S","ACTIVE"
384,"P010111",249468,,,"Dibenzimidazothianaphthalene","PMN; S","ACTIVE"
385,"P010116",271364,,,"Fluorinated polyalkyl silicones (PROVISIONAL)","PMN; XU","ACTIVE"
386,"P010121",276494,,,"Aromatic saturated copolymer (PROVISIONAL)","PMN; XU","INACTIVE"
387,"P010133",267584,,,"Alkoxyleted amine (PROVISIONAL)","PMN; XU","ACTIVE"
388,"P010134",235508,,,"Polyurethane prepolymer (PROVISIONAL)","PMN; XU","ACTIVE"
389,"P010135",250749,,,"Polyurethane prepolymer (PROVISIONAL)","PMN; XU","ACTIVE"
390,"P010138",251366,,,"Alkylolammonium salt of an acidic polymer (PROVISIONAL)","PMN; XU","INACTIVE"
391,"P010139",253997,,,"n-Alkyl modified polyisocyanate, reaction products with diamine (PROVISIONAL)","PMN","ACTIVE"
392,"P010140",271411,,,"Modified natural resin (PROVISIONAL)","PMN; XU","INACTIVE"
393,"P010142",238518,,,"Polyester polyol (PROVISIONAL)","PMN; XU","INACTIVE"
394,"P010145",232054,"UID-2019-00141","20290528","Toluene diisocyanate polyurethane prepolymer (PROVISIONAL)","PMN; XU","ACTIVE"
395,"P010146",267926,,,"Aliphatic amine salt of aromatic polyamic acid (PROVISIONAL)","PMN; XU","ACTIVE"
396,"P010153",232747,"UID-2018-00226","20280912","Hydrocarbyl zirconium substance (PROVISIONAL)","PMN","ACTIVE"
397,"P010154",273019,"UID-2018-00225","20280912","Organic transition metal complex (PROVISIONAL)","PMN","ACTIVE"
398,"P010157",242945,,,"Aminoalkoxysilane (PROVISIONAL)","PMN","ACTIVE"
399,"P010160",240836,"UID-2018-00220","20280207","Polymer dispersion of aromatic isocyanate, aliphatic polyols, and aliphatic amines (PROVISIONAL)","PMN; XU","ACTIVE"
400,"P010161",262294,,,"Aliphatic capped polyester (PROVISIONAL)","PMN; XU","INACTIVE"
401,"P010165",241646,,,"Polyethyleneimine propoxylate quat (PROVISIONAL)","PMN; XU","ACTIVE"
402,"P010169",277179,,,"Aromatic polyester polyol (PROVISIONAL)","PMN; XU","INACTIVE"
403,"P010169",213753,,,"Aromatic polyester polyol (PROVISIONAL)","PMN; XU","ACTIVE"
404,"P010173",279062,,,"Silated urethane polymer (PROVISIONAL)","PMN; XU","INACTIVE"
405,"P010176",273428,,,"Aromatic substituted diurea (PROVISIONAL)","PMN","ACTIVE"
406,"P010177",261780,,,"Aromatic substituted diurea (PROVISIONAL)","PMN","ACTIVE"
407,"P010179",238278,,,"Acrylate polymer (PROVISIONAL)","PMN; XU","ACTIVE"
408,"P010182",161003,,,"Methacrylate copolymer (PROVISIONAL)","PMN; XU","ACTIVE"
409,"P010183",245375,,,"Thiazine-indigo (PROVISIONAL)","PMN","INACTIVE"
410,"P010184",271740,,,"Quaternary amine salt of a fatty acid polyester amide (PROVISIONAL)","PMN; XU","ACTIVE"
411,"P010185",250272,,,"Fatty acids, tall oil, reaction products with castor oil and substituted amines (PROVISIONAL)","PMN","INACTIVE"
412,"P010186",273859,,,"Fatty acids, tall oil, reaction products with castor oil and substituted amines, hydrochlorides (PROVISIONAL)","PMN","INACTIVE"
413,"P010187",255324,,,"Fatty acids, tall oil, reaction products with castor oil and substituted amines, acetates (PROVISIONAL)","PMN","INACTIVE"
414,"P010188",235779,,,"Fatty acids, tall oil, reaction products with castor oil and substituted amines, phosphates (PROVISIONAL)","PMN","INACTIVE"
415,"P010190",245320,,,"Polyester acrylate (PROVISIONAL)","PMN; XU","ACTIVE"
416,"P010193",249673,,,"Styrene-methacrylate copolymer (PROVISIONAL)","PMN; XU","ACTIVE"
417,"P010196",263173,,,"Hydrocarbon resin (PROVISIONAL)","PMN; XU","INACTIVE"
418,"P010208",232974,,,"Polyester polycarbamate (PROVISIONAL)","PMN","INACTIVE"
419,"P010212",270667,,,"Polyester (PROVISIONAL)","PMN","INACTIVE"
420,"P010216",234061,,,"Hydrocarbon resin (PROVISIONAL)","PMN; XU","INACTIVE"
421,"P010221",267813,,,"Xanthylium, 3,6-diamino-9-(2-sulfophenyl)-, N,N'-bis(mixed substituted phenyl) derivs., inner salts (PROVISIONAL)","PMN","INACTIVE"
422,"P010223",242876,,,"Xanthylium, 3,6-bis(methylamino)-9-(2-sulfophenyl)-, N,N'-bis(mixed2-substituted phenyl) derivs., inner salts (PROVISIONAL)","PMN","INACTIVE"
423,"P010227",245626,,,"Decyl 4-nitrobenzene derivative (PROVISIONAL)","PMN","INACTIVE"
424,"P010230",163021,,,"Hydrolyzed silane (PROVISIONAL)","PMN","INACTIVE"
425,"P010231",232361,,,"Hydrogenated rosin ester (PROVISIONAL)","PMN; XU","INACTIVE"
426,"P010233",232543,,,"Modified acrylic resin (PROVISIONAL)","PMN; XU","INACTIVE"
427,"P010236",264245,,,"Acrylic polymer salt (PROVISIONAL)","PMN; XU","ACTIVE"
428,"P010237",253704,,,"Acrylic polymer salt (PROVISIONAL)","PMN; XU","ACTIVE"
429,"P010238",256429,,,"Modified polyacrylate (PROVISIONAL)","PMN; XU","ACTIVE"
430,"P010240",243471,,,"Carboxylated epoxy cresol novolac acrylate (PROVISIONAL)","PMN; XU","INACTIVE"
431,"P010244",266025,,,"Co-polymer of acrylic esters (PROVISIONAL)","PMN; XU","INACTIVE"
432,"P010247",241204,,,"Fatty acids, polymers with aliphatic amines, phthalic anhydride andepoxide oligomers (PROVISIONAL)","PMN; XU","INACTIVE"
433,"P010250",234607,,,"Substituted sulfonyl alkanoic acid ester (PROVISIONAL)","PMN","INACTIVE"
434,"P010251",273008,,,"Aromatic substituted alkanoic acid derivative (PROVISIONAL)","PMN","INACTIVE"
435,"P010254",246754,,,"Epoxy urethane acrylate (PROVISIONAL)","PMN; XU","INACTIVE"
436,"P010262",269580,,,"Distillates (petroleum), steam-cracked, polymers with light steam-cracked petroleum conc. and tall oil fatty acid (PROVISIONAL)","PMN; XU","INACTIVE"
437,"P010265",233682,,,"Distillates (petroleum), steam-cracked, polymers with light steam-cracked petroleum conc. (PROVISIONAL)","PMN; XU","ACTIVE"
438,"P010271",270009,,,"Modified melamine formaldehyde resin (PROVISIONAL)","PMN; XU","INACTIVE"
439,"P010279",236749,,,"Silicone salt (PROVISIONAL)","PMN; XU","INACTIVE"
440,"P010281",253771,,,"Acrylic copolymer (PROVISIONAL)","PMN; XU","INACTIVE"
441,"P010282",234663,,,"Urethane acrylate (PROVISIONAL)","PMN; XU","ACTIVE"
442,"P010283",273382,,,"Modified acrylic copolymer (PROVISIONAL)","PMN; XU","INACTIVE"
443,"P010283",198244,,,"Modified acrylic copolymer (PROVISIONAL)","PMN; XU","INACTIVE"
444,"P010298",262874,,,"Substituted propane","PMN; S","ACTIVE"
445,"P010300",263719,,,"Maleinized polybutadiene (PROVISIONAL)","PMN; XU","INACTIVE"
446,"P010301",142779,,,"Polyureapolyurethane polyol (PROVISIONAL)","PMN; XU","INACTIVE"
447,"P010302",252916,,,"Polyureapolyurethane polyol (PROVISIONAL)","PMN; XU","INACTIVE"
448,"P010304",247699,,,"Polyureapolyurethane polyol (PROVISIONAL)","PMN; XU","INACTIVE"
449,"P010305",266478,,,"Polyureapolyurethane polyol (PROVISIONAL)","PMN; XU","INACTIVE"
450,"P010319",234538,"UID-2019-00182","20290507","Vinyl-terminated polydimethylsiloxane (PROVISIONAL)","PMN; XU","ACTIVE"
451,"P010322",237935,,,"Fatty acids, C18-unsatd., dimers, polymers with fatty amines and ethylenediamine (PROVISIONAL)","PMN; XU","ACTIVE"
452,"P010323",233499,,,"Fatty acids, C18-unsatd., dimers, hydrogenated, polymers with fattyamines and ethylenediamine (PROVISIONAL)","PMN; XU","ACTIVE"
453,"P010332",233977,,,"Cathodic epoxy dispersion resin (PROVISIONAL)","PMN; XU","INACTIVE"
